name,price,rating,reviews,image,link
Tai nghe bluetooth V9 - Hàng nhập khẩu,150000,5,4,https://salt.tikicdn.com/cache/280x280/ts/product/a1/a6/d1/98170f93fff2a9b047d1d8cc8c78f614.png,https://tiki.vn/tai-nghe-bluetooth-v9-p275350728.html?spid=275350729
Tai nghe bluetooth nhét tai chống ồn cao cấp V5.3 chính hãng dùng cho iPhone Samsung OPPO VIVO HUAWEI XIAOMI tai nghe không dây - Hàng Chính Hãng PKCB,240000,5,1,https://salt.tikicdn.com/cache/280x280/ts/product/6b/19/af/f9967d1cf95e2d911ffb026fa4e4168f.png,https://tiki.vn/tai-nghe-bluetooth-nhet-tai-chong-on-cao-cap-v5-1-chinh-hang-dung-cho-iphone-samsung-oppo-vivo-huawei-xiaomi-tai-nghe-khong-day-hang-chinh-hang-pkcb-p194458001.html?spid=278113760
Tai Nghe Bluetooth Cao Cấp EQ2 5.3 Pin 7h Âm Thanh Sống Động Bass căng - Hàng Chính Hãng,289000,4.7,154,https://salt.tikicdn.com/cache/280x280/ts/product/e2/88/1d/de9c2274ef6f780e6a9ad1869ee14f59.jpg,https://tiki.vn/tai-nghe-bluetooth-cao-cap-hoco-eq2-5-3-pin-7h-am-thanh-song-dong-bass-cang-hang-chinh-hang-p272030678.html?spid=272030682
Tai Nghe Bluetooth Không Dây FIRO A18 - Tai Nghe FIRO A18 Bluetooth V5.3 - Điều Khiển Cảm Ứng Thông Minh - Công Nghệ Kháng Nước IPX5 - Tai Nghe Bluetooth Giảm Tiếng Ồn FIRO A18 - Phù Hợp Với Tất Cả Dòng Máy - Hàng Chính Hãng,354050,4.8,101,https://salt.tikicdn.com/cache/280x280/ts/product/51/cf/a7/923f9e1472b0f1b56c65ba5487016a9f.jpg,https://tiki.vn/tai-nghe-bluetooth-khong-day-firo-a15-tai-nghe-true-wireless-earbuds-firo-a15-bluetooth-v5-1-pin-dock-sac-380mah-thoi-gian-su-dung-5h-cam-ung-thong-minh-am-thanh-stereo-am-bass-cuc-chat-phu-hop-voi-tat-ca-dong-may-hang-chinh-hang-p197587166.html?spid=197587168
Tai Nghe Bluetooth Tai Nghe Cảm Ứng Không Dây Wireless Headset - Hàng Chính Hãng PKCB,240000,2,2,https://salt.tikicdn.com/cache/280x280/ts/product/bd/f2/4c/a84b5172d2e594938de0ef56ff83abd1.png,https://tiki.vn/tai-nghe-bluetooth-tai-nghe-cam-ung-khong-day-wireless-headset-hang-chinh-hang-pkcb-p105513634.html?spid=278114086
Tai nghe bluetooth nhét tai Neckband -hàng chính hãng,90000,2.5,2,https://salt.tikicdn.com/cache/280x280/ts/product/27/8f/98/45f7ac91869e926918fa019712493e89.png,https://tiki.vn/tai-nghe-bluetooth-nhet-tai-neckband-hang-chinh-hang-p57759987.html?spid=278113967
Tai nghe bluetooth Remax T9 siêu hay chính hãng,193030,5,2,https://salt.tikicdn.com/cache/280x280/ts/product/4a/ba/d9/42964a315df180224c1a4fb3de8cbd97.jpg,https://tiki.vn/tai-nghe-bluetooth-remax-t9-sieu-hay-chinh-hang-p17579219.html?spid=41374309
Tai nghe bluetooth F9 Pro thương hiệu PAGINI phiên bản cập nhật 2021 – Thời gian sử dụng lên tới 4h - Tai nghe không dây mang lại sự tiện lợi cho người sử dụng – Âm thanh trầm ấm - Hàng nhập khẩu,79000,4.5,10,https://salt.tikicdn.com/cache/280x280/ts/product/09/26/b0/0b7be4c5a0f70bf6bf9fd4b1590aca7f.JPG,https://tiki.vn/tai-nghe-bluetooth-f9-pro-thuong-hieu-pagini-phien-ban-cap-nhat-2021-thoi-gian-su-dung-len-toi-4h-tai-nghe-khong-day-mang-lai-su-tien-loi-cho-nguoi-su-dung-am-thanh-tram-am-p118191706.html?spid=197536474
Tai nghe bluetooth nhét tai V5.3 chính hãng chống ồn cao cấp dùng cho iPhone Samsung OPPO VIVO HUAWEI XIAOMI tai nghe không dây True Wireless - Hàng Chính Hãng PKCB,315025,0,0,https://salt.tikicdn.com/cache/280x280/ts/product/47/2e/7c/1d05acca66b2b80db8db426ffef5c2d0.jpg,https://tiki.vn/tai-nghe-bluetooth-nhet-tai-v5-3-chinh-hang-chong-on-cao-cap-dung-cho-iphone-samsung-oppo-vivo-huawei-xiaomi-tai-nghe-khong-day-true-wireless-hang-chinh-hang-pkcb-p206231163.html?spid=278113789
"Tai nghe bluetooth Lanith F9 Pro 5.0 - Tai nghe nhét tai kết nối không dây phiên bản quốc tế - Âm bass êm và sâu, chip AIC chống gây chói tai - Thiết kế thời thượng, hiện đại - Hàng nhập khẩu - TAI0F9PRO",79000,4.1,41,https://salt.tikicdn.com/cache/280x280/ts/product/5c/f3/a8/b4eeccf7d30c9402f8c913408ab592f1.jpg,https://tiki.vn/tai-nghe-bluetooth-lanith-f9-pro-5-0-tai-nghe-nhet-tai-ket-noi-khong-day-phien-ban-quoc-te-am-bass-em-va-sau-chip-aic-chong-gay-choi-tai-thiet-ke-thoi-thuong-hien-dai-hang-nhap-khau-tai0f9pro-p90082542.html?spid=173740234
Tai nghe bluetooth Hoco E36 - Hàng chính hãng,193030,4.5,11,https://salt.tikicdn.com/cache/280x280/ts/product/94/dc/cf/b9dea9bf9bdc38c8b5391bdd84a81083.jpg,https://tiki.vn/tai-nghe-bluetooth-hoco-e36-hang-chinh-hang-p12147426.html?spid=55595779
"Tai nghe bluetooth F9 V5.1, tai nghe không dây cảm ứng thông minh, màn hình hiển thị pin sắc nét- Hàng nhập khẩu",79000,3.6,26,https://salt.tikicdn.com/cache/280x280/ts/product/5e/32/87/5ff9e8c1bdd84e5d375fa54dbea4f747.JPG,https://tiki.vn/tai-nghe-bluetooth-f9-v5-1-tai-nghe-khong-day-cam-ung-thong-minh-man-hinh-hien-thi-pin-sac-net-hang-nhap-khau-p75551911.html?spid=199691225
"Tai nghe không dây blueetooth LANITH cao cấp 5.0 TWS F9 – Tai nghe Bluetooth kiểu dáng hiện đại, thời thượng - Hàng nhập khẩu – TA0002",79000,3.6,13,https://salt.tikicdn.com/cache/280x280/ts/product/52/d1/df/2b3cccea96030e2dd96a7ce41ad1de40.jpg,https://tiki.vn/tai-nghe-khong-day-blueetooth-lanith-cao-cap-5-0-tws-f9-tai-nghe-bluetooth-kieu-dang-hien-dai-thoi-thuong-hang-nhap-khau-ta0002-p79887552.html?spid=197536414
Tai nghe Bluetooth Remax T9,193030,0,0,https://salt.tikicdn.com/cache/280x280/ts/product/10/25/05/7eba06bf081b4d4956e10417e11f0715.jpg,https://tiki.vn/tai-nghe-bluetooth-remax-t9-hang-chinh-hang-p11428589.html?spid=41374303
"Tai Nghe Bluetooth Không Dây Lanith 5.0 TWS F9 - Tai Nghe Airpord Cao Cấp - Tai Nghe Bluetooth Nhét Tai Kiểu Dáng Độc Đáo, Nhỏ Gọn - Âm Thanh Mềm Mượt, Thoải Mái, Không Làm Nhức Tai - Hàng Nhập Khẩu - TAI000F9B",79000,3.5,6,https://salt.tikicdn.com/cache/280x280/ts/product/52/d1/df/e58116516be448c0a7293b0ce2258b59.jpg,https://tiki.vn/tai-nghe-bluetooth-khong-day-lanith-5-0-tws-f9-tai-nghe-airpord-cao-cap-tai-nghe-bluetooth-nhet-tai-kieu-dang-doc-dao-nho-gon-am-thanh-mem-muot-thoai-mai-khong-lam-nhuc-tai-hang-nhap-khau-tai000f9b-p85625741.html?spid=198780989
"Tai nghe Bluetooth Remax T9 (Đen),HÀNG CHÍNH HÃNG",193030,0,0,https://salt.tikicdn.com/cache/280x280/ts/product/87/c6/d5/936583d8339ba6408a91a3e6aec20d27.jpg,https://tiki.vn/tai-nghe-bluetooth-remax-t9-den-hang-chinh-hang-p97057251.html?spid=41374306
Tai nghe bluetooth Hoco E31,179000,0,0,https://salt.tikicdn.com/cache/280x280/ts/product/21/a8/99/b2b0cfb0170c99c222ef1408c9489d78.jpg,https://tiki.vn/tai-nghe-bluetooth-hoco-e31-hang-chinh-hang-p11880384.html?spid=55595535
Tai nghe  Bluetooth version 4.2 Remax RB-T9 - Hàng Chính Hãng - Màu Ngẫu Nhiên,193030,0,0,https://salt.tikicdn.com/cache/280x280/ts/product/d1/b3/e9/e250143e52f7635dc7fe442f3a27e454.jpg,https://tiki.vn/tai-nghe-bluetooth-version-4-2-remax-rb-t9-hang-chinh-hang-mau-ngau-nhien-p13672563.html?spid=41374307
Tai nghe bluetooth Hoco E31  - Hàng Nhập Khẩu,169000,0,0,https://salt.tikicdn.com/cache/280x280/ts/product/42/79/ce/4d7fe2da6bc05aca625ac20c7c460bbd.jpg,https://tiki.vn/tai-nghe-bluetooth-hoco-e31-hang-nhap-khau-p23310065.html?spid=55595410
Tai Nghe Bluetooth Sport Thể Thao Thời Trang,124000,1,1,https://salt.tikicdn.com/cache/280x280/ts/product/6d/17/65/670603ac835ca3ec243c7c346cd6bc49.jpg,https://tiki.vn/tai-nghe-bluetooth-sport-the-thao-thoi-trang-p277927843.html?spid=277927845
Tai Nghe Bluetooth Sport Thể Thao Thời Trang,126000,0,0,https://salt.tikicdn.com/cache/280x280/ts/product/6d/17/65/a0f47a3fdd47b2bedc01ce01f072a297.jpg,https://tiki.vn/tai-nghe-bluetooth-sport-the-thao-thoi-trang-p277998898.html?spid=277998899
Tai Nghe Bluetooth Sport Thể Thao Thời Trang,131000,0,0,https://salt.tikicdn.com/cache/280x280/ts/product/32/63/cc/a958cb5d49774f2d37359e0911907e39.jpg,https://tiki.vn/tai-nghe-bluetooth-sport-the-thao-thoi-trang-p278440556.html?spid=278440557
Tai nghe Bluetooth 5.0 không dây Bluetooth chống nước Tai nghe âm thanh nổi TWS - Hàng Chính Hãng PKCB,190000,1,1,https://salt.tikicdn.com/cache/280x280/ts/product/8e/bd/47/340720ef390b359ba340bc80f7bb5dfb.png,https://tiki.vn/tai-nghe-bluetooth-5-0-khong-day-bluetooth-chong-nuoc-tai-nghe-am-thanh-noi-tws-hang-chinh-hang-pkcb-p89692612.html?spid=278113799
Tai nghe bluetooth nhét tai Music cao cấp V4.1 - Khoảng Cách Kết Nối Lên Tới 10m - Thời Gian Đàm Thoại Lên Tới 3h - Hàng Chính Hãng,136000,5,1,https://salt.tikicdn.com/cache/280x280/ts/product/7f/a5/87/83de586969e54bc9e54e157448f0ecac.png,https://tiki.vn/tai-nghe-bluetooth-nhet-tai-music-cao-cap-v4-1-khoang-cach-ket-noi-len-toi-10m-thoi-gian-dam-thoai-len-toi-3h-hang-chinh-hang-p275260709.html?spid=275260710
Tai Nghe Bluetooth Sport Thể Thao Thời Trang,120000,3,1,https://salt.tikicdn.com/cache/280x280/ts/product/d3/03/de/7ac456df0c05df34ce69c4ad5c5dd833.jpg,https://tiki.vn/tai-nghe-bluetooth-sport-the-thao-thoi-trang-p277851862.html?spid=277851863
Tai Nghe Bluetooth Sport Thể Thao Thời Trang,124000,0,0,https://salt.tikicdn.com/cache/280x280/ts/product/6d/17/65/162305072b0649f70cb38bd76f630c5c.jpg,https://tiki.vn/tai-nghe-bluetooth-sport-the-thao-thoi-trang-p277913240.html?spid=277913241
Tai nghe Bluetooth Apple AirPods 4,4540000,4.7,82,https://salt.tikicdn.com/cache/280x280/ts/product/54/a5/26/deb3bbbdad9262c593d92e623e37f819.jpg,https://tiki.vn/airpods-4-p276117054.html?spid=276117487
Tai Nghe Bluetooth Sport Thể Thao Thời Trang,130000,0,0,https://salt.tikicdn.com/cache/280x280/ts/product/32/63/cc/e80a2e2ce3b31886063a95d39ef68121.jpg,https://tiki.vn/tai-nghe-bluetooth-sport-the-thao-thoi-trang-p278436456.html?spid=278436457
"Tai nghe Bluetooth 5.0 Choetech BH-T19 (Pin 300mAh, Chống Nước IPX4) - Hàng chính hãng",348230,0,0,https://salt.tikicdn.com/cache/280x280/ts/product/6f/aa/e1/f54663121f0cbb1a2946fd5107d023bf.jpg,https://tiki.vn/tai-nghe-bluetooth-5-0-choetech-bh-t19-pin-300mah-chong-nuoc-ipx4-hang-chinh-hang-p278041703.html?spid=278041707
Tai nghe bluetooth True Wireless thiết kế retro Remax TWS-38 - Hàng chính hãng,432000,4.2,139,https://salt.tikicdn.com/cache/280x280/ts/product/6b/ba/22/a9bc91802ff651f5db86cc1459fff411.jpg,https://tiki.vn/tai-nghe-bluetooth-true-wireless-thiet-ke-retro-remax-tws-38-hang-chinh-hang-p140376071.html?spid=140376077
Tai nghe Bluetooth nhét tai không dây True wireless earbuds PKCB Hàng Chính Hãng,86000,3,3,https://salt.tikicdn.com/cache/280x280/ts/product/70/0c/93/1a1e45b6c1d32a1d2b9025e3c7bc6fe4.png,https://tiki.vn/tai-nghe-bluetooth-nhet-tai-khong-day-true-wireless-earbuds-pkcb-hang-chinh-hang-p78943220.html?spid=278114042
Tai nghe Bluetooth không dây nhét tai TWS thiết kế xoay Rockspace Rotating Hàng chính hãng bảo hành 12 tháng,459840,0,0,https://salt.tikicdn.com/cache/280x280/ts/product/6d/39/be/54d45cf5ac1ac5feb5eadf86358d4a4f.jpg,https://tiki.vn/tai-nghe-bluetooth-khong-day-nhet-tai-tws-thiet-ke-xoay-rockspace-rotating-hang-chinh-hang-bao-hanh-12-thang-p273544597.html?spid=273544601
Tai Nghe Bluetooth TWS F9 Pro V5.1 Có LCD,168000,4,1,https://salt.tikicdn.com/cache/280x280/ts/product/ea/b5/b9/c8149b01999ce9d4f67372d4297e45a5.jpg,https://tiki.vn/tai-nghe-bluetooth-tws-f9-pro-v5-1-co-lcd-p277857197.html?spid=277857198
Tai Nghe Bluetooth TWS F9 Pro V5.1 Có LCD,172000,0,0,https://salt.tikicdn.com/cache/280x280/ts/product/68/8f/d9/260d5197a121360ca4cdb2781c2ca5db.jpg,https://tiki.vn/tai-nghe-bluetooth-tws-f9-pro-v5-1-co-lcd-p277928400.html?spid=277928402
Tai Nghe Bluetooth Teement  Không Dây Chống Ồn Thông Minh Bluetooth 5.3 Cao Cấp - Hàng Chính Hãng,223100,4,1,https://salt.tikicdn.com/cache/280x280/ts/product/f3/57/c6/1df5001b35e38392ed2f6ef2bb04f08f.png,https://tiki.vn/tai-nghe-bluetooth-teement-khong-day-chong-on-thong-minh-bluetooth-5-3-cao-cap-hang-chinh-hang-p275959461.html?spid=275959463
Tai Nghe Bluetooth Hoco E37 - Hàng Chính Hãng,193030,2.5,2,https://salt.tikicdn.com/cache/280x280/ts/product/d1/9b/db/04c22e58ba4cbba868181f3e76544f22.jpg,https://tiki.vn/tai-nghe-bluetooth-hoco-e37-hang-chinh-hang-p16676083.html?spid=25273069
Tai Nghe Bluetooth TWS F9 Pro V5.1 Có LCD,178000,0,0,https://salt.tikicdn.com/cache/280x280/ts/product/70/ca/58/7ac780af6fc55345cd25da50fb8debf7.jpg,https://tiki.vn/tai-nghe-bluetooth-tws-f9-pro-v5-1-co-lcd-p278436981.html?spid=278436984
Tai Nghe Bluetooth TWS F9 Pro V5.1 Có LCD,179000,0,0,https://salt.tikicdn.com/cache/280x280/ts/product/70/ca/58/60dd6cf51eb51c8b64d6975ea2bc405d.jpg,https://tiki.vn/tai-nghe-bluetooth-tws-f9-pro-v5-1-co-lcd-p278441053.html?spid=278441054
Tai Nghe Bluetooth TWS F9 Pro V5.1 Có LCD,172000,0,0,https://salt.tikicdn.com/cache/280x280/ts/product/68/8f/d9/d6eead3eacaa028edc15cf3355c8c25e.jpg,https://tiki.vn/tai-nghe-bluetooth-tws-f9-pro-v5-1-co-lcd-p277913753.html?spid=277913754
Tai Nghe Bluetooth TWS F9 Pro V5.1 Có LCD,174000,0,0,https://salt.tikicdn.com/cache/280x280/ts/product/68/8f/d9/c574e6bffffb658598b1d3a614190f7b.jpg,https://tiki.vn/tai-nghe-bluetooth-tws-f9-pro-v5-1-co-lcd-p277999421.html?spid=277999422
Tai Nghe Bluetooth RiBi G60 - Âm thanh cực hay - Pin trâu đến 8h - Sạc nhanh Type - C - Mẫu mã cực đẹp -  Hàng chính hãng,169000,4.5,74,https://salt.tikicdn.com/cache/280x280/ts/product/2a/ab/10/214f18b264d4b6e83c9f706635592393.jpg,https://tiki.vn/tai-nghe-bluetooth-ribi-g60-hang-chinh-hang-p273472564.html?spid=273501972
Tai Nghe Bluetooth Nhét Tai Không Dây FIRO A18 - Pin Dock Sạc 300mAh - Bluetooth V5.3 - Tai Nghe FIRO A18 Điều Khiển Cảm Ứng Thông Minh - Công Nghệ Kháng Nước IPX5 - Tai Nghe Không Dây FIRO A18 - Phù Hợp Với Tất Cả Dòng Máy - Hàng Chính Hãng,354050,4.8,325,https://salt.tikicdn.com/cache/280x280/ts/product/eb/46/fc/2f60cf8c526d7b2945f4f54e31be1aa8.jpg,https://tiki.vn/tai-nghe-bluetooth-nhet-tai-khong-day-firo-le-702-pin-dock-sac-2000mah-thoi-gian-su-dung-6-gio-lien-tuc-dieu-khien-cam-ung-thong-minh-cong-nghe-khang-nuoc-ipx5-phu-hop-voi-tat-ca-dong-may-hang-chinh-hang-p274467128.html?spid=274467136
Tai nghe Bluetooth nhét tai không dây TWS Rockspace Retro Mix Tape nghe nhạc lên đến 20h Hàng chính hãng có bảo hành,552038,3.3,4,https://salt.tikicdn.com/cache/280x280/ts/product/23/c1/13/493718a5f072f66fa88fc59696aebcf4.jpg,https://tiki.vn/tai-nghe-bluetooth-nhet-tai-khong-day-tws-rockspace-retro-mix-tape-nghe-nhac-len-den-20h-hang-chinh-hang-co-bao-hanh-p273930440.html?spid=273930441
Tai nghe bluetooth nhét tai RiBi X55 - Siêu mỏng - Nằm gọn trong tai - Không gây đau tai - Invisible Wearing - Hàng chính hãng,99000,3.8,32,https://salt.tikicdn.com/cache/280x280/ts/product/4a/7b/49/fd76474013d7e9c16c8e06b00cc041e1.jpg,https://tiki.vn/tai-nghe-bluetooth-nhet-tai-ribi-x55-sieu-mong-nam-gon-trong-tai-khong-gay-dau-tai-invisible-wearing-hang-chinh-hang-p276515204.html?spid=276515208
Tai Nghe Nhét Tai Bluetooth Có Micro Focal Sphear Wireless - Màu,2420000,3.5,2,https://salt.tikicdn.com/cache/280x280/ts/product/97/e5/9a/c0dc70ddcf1e264336ae788e834d9371.jpg,https://tiki.vn/tai-nghe-nhet-tai-bluetooth-co-micro-focal-sphear-wireless-hang-chinh-hang-p37724209.html?spid=37724217
Tai nghe bluetooth Hoco E57 Essential V5.0 Dùng liên tục 10H (Hàng chính hãng),193030,4.8,5,https://salt.tikicdn.com/cache/280x280/ts/product/23/89/2c/2af83c1baa1f17e0f0dba2710327b9ce.jpg,https://tiki.vn/tai-nghe-bluetooth-hoco-e57-essential-v5-0-dung-lien-tuc-10h-hang-chinh-hang-p73954077.html?spid=115263519
"Tai Nghe Bluetooth Không Dây Nhét Tai Chống Ồn Cao Cấp V5.0 Chính Hãng Dùng Cho Iphone Samsung OPPO VIVO HUAWEI XIAOMI, Tai Nghe Không Dây - Hàng Chính Hãng VINBUY",265000,4.1,112,https://salt.tikicdn.com/cache/280x280/ts/product/6c/cc/de/91bc066de949292783f8ea2b4b0b63c8.png,https://tiki.vn/tai-nghe-bluetooth-khong-day-nhet-tai-chong-on-cao-cap-v5-0-chinh-hang-dung-cho-iphone-samsung-oppo-vivo-huawei-xiaomi-tai-nghe-khong-day-hang-chinh-hang-vinbuy-p248492611.html?spid=248492613
"Tai nghe Bluetooth V5.4 Ho.co EW72 Chống ồn, Âm thanh sống động, màn hình LED hiển thị cảm ứng đa chức năng - Hàng chính hãng",318000,5,1,https://salt.tikicdn.com/cache/280x280/ts/product/41/a7/05/6121396f2843c502bf3322f5189fe7af.jpg,https://tiki.vn/tai-nghe-bluetooth-v5-4-hoco-ew72-chong-on-am-thanh-song-dong-man-hinh-led-hien-thi-cam-ung-da-chuc-nang-hang-chinh-hang-p277273194.html?spid=277273195
